key,id,lecture,run,+normal,+repeat,+if,5#,10#,30#,60#,300#,long#
lDrAaaIf,6199,409,0,0,0,0,0,0,0,0,0,0
xrTfh2Ij,6202,409,2,2,1,2,6,0,0,0,0,0
5YpuxYSQ,6213,409,1,1,0,0,1,0,0,0,0,0
RAeG0DGh,6226,409,0,0,0,0,0,0,0,0,0,0
qeKV6odm,6233,409,0,0,0,0,0,0,0,0,0,0
UXjDgHen,6237,409,0,0,0,0,0,0,0,0,0,0
rE7wlAh2,6239,409,0,0,0,0,0,0,0,0,0,0
RicGhlyI,6244,409,1,0,0,1,1,0,0,0,0,0
FDGT3QeW,6257,409,1,0,0,1,1,0,0,0,0,0
vYTCH0n3,6258,409,2,0,1,0,1,1,0,0,0,0
Z4OLALtt,6260,409,0,0,0,0,0,0,0,0,0,0
HKbOXUNF,6264,409,0,0,0,0,0,0,0,0,0,0
f8DZnMkT,6277,409,2,0,0,0,1,0,0,0,0,0
A8l3osZn,6280,409,0,0,0,0,0,0,0,0,0,0
BGbCmQxp,6299,409,0,0,0,0,0,0,0,0,0,0
m4wMqkKk,6310,409,0,0,0,0,0,0,0,0,0,0
jyQ1pnNK,6326,409,0,0,0,0,0,0,0,0,0,0
sIPV0FOd,6353,409,0,0,0,0,0,0,0,0,0,0
P1eRg8Ni,6360,409,0,0,0,0,0,0,0,0,0,0
tkDdY9XN,6368,409,1,2,1,1,3,1,0,0,0,0
KZc40Z6F,6387,409,0,0,0,0,0,0,0,0,0,0
llfC4ELH,6391,409,1,1,0,0,1,0,0,0,0,0
PQJHWMhx,6394,409,0,0,0,0,0,0,0,0,0,0
JbTdz9cB,6405,409,0,0,0,0,0,0,0,0,0,0
Z9zEnuqv,6409,409,0,0,0,0,0,0,0,0,0,0
Bgzr4oLY,6419,409,3,4,0,0,4,1,1,0,0,0
vwquApRj,6441,409,0,0,0,0,0,0,0,0,0,0
TKLO5gld,6455,409,0,0,0,0,0,0,0,0,0,0
wSQsmUHZ,6467,409,0,0,0,0,0,0,0,0,0,0
nu1ZBgLq,6470,409,0,0,0,0,0,0,0,0,0,0
q1fVnQ4v,6479,409,0,0,0,0,0,0,0,0,0,0
gPvYSC0m,6509,409,0,0,0,0,0,0,0,0,0,0
b4f8oMx6,6510,409,0,0,0,0,0,0,0,0,0,0
IRGzprNy,6511,409,2,1,0,0,2,0,0,0,0,0
M9ddjvDz,6526,409,1,0,0,3,2,1,0,0,0,0
nk5cWRdm,6529,409,0,0,0,0,0,0,0,0,0,0
XJl4YMww,6541,409,0,0,0,0,0,0,0,0,0,0
RjSofSjk,6554,409,0,0,0,0,0,0,0,0,0,0
vh5M9r7q,6555,409,0,0,0,0,0,0,0,0,0,0
9ATFytRt,6571,409,1,1,0,1,2,0,0,0,0,0
PWWrHwx8,6582,409,1,1,0,0,1,0,0,0,0,0
PmNKtvAF,6596,409,1,3,0,1,3,1,0,0,0,0
ccXItA54,6597,409,0,0,0,0,0,0,0,0,0,0
fk0ZcUPK,6605,409,1,3,1,0,3,1,0,0,0,0
3jkS30ZJ,6610,409,0,0,0,0,0,0,0,0,0,0
GRGyuOxl,6616,409,0,0,0,0,0,0,0,0,0,0
anbLLtt3,6618,409,0,0,0,0,0,0,0,0,0,0
7kRqIWz1,6621,409,0,0,0,0,0,0,0,0,0,0
vnN8WrCe,6647,409,2,4,0,0,3,1,1,0,0,0
cPAd0tZu,6649,409,0,0,0,0,0,0,0,0,0,0
VkFfhwR2,6663,409,2,0,0,1,1,1,0,0,0,0
NARPHlwJ,6665,409,0,0,0,0,0,0,0,0,0,0
ksGYmA6Q,6671,409,0,0,0,0,0,0,0,0,0,0
BDUSFcsT,6690,409,0,0,0,0,0,0,0,0,0,0
gpNSWBrw,6696,409,0,0,0,0,0,0,0,0,0,0
pCpPclBJ,6699,409,0,0,0,0,0,0,0,0,0,0
boEKJNz9,6711,409,2,1,1,0,2,0,1,0,0,0
mIWxl5Va,6712,409,0,0,0,0,0,0,0,0,0,0
pjLacjYx,6714,409,0,0,0,0,0,0,0,0,0,0
nPCegTaN,6718,409,1,1,0,0,1,0,0,0,0,0
006hEYJC,6739,409,0,0,0,0,0,0,0,0,0,0
od2YugAz,6742,409,0,0,0,0,0,0,0,0,0,0
YbAw6ctn,6761,409,1,0,0,0,0,0,0,0,0,0
onb26OIp,6769,409,0,0,0,0,0,0,0,0,0,0
h1CuITTc,6794,409,0,0,0,0,0,0,0,0,0,0
GHb3hBgG,6797,409,2,0,1,0,2,0,0,0,0,0
I4PUBf8J,6798,409,0,0,0,0,0,0,0,0,0,0
cIAvd637,6802,409,0,0,0,0,0,0,0,0,0,0
EY6hPAgi,6811,409,7,4,0,0,8,0,2,0,0,0
Rp2PTVYa,6814,409,1,2,0,1,3,0,0,0,0,0
p9RWUPbf,6818,409,3,0,0,2,3,1,0,0,0,0
7Vg2I9fL,6888,409,1,1,0,0,1,0,0,0,0,0
uI3T84ET,6901,409,1,4,0,0,3,1,0,0,0,0
gVVHh2Ry,6911,409,0,0,0,0,0,0,0,0,0,0
uw3gPMLS,6928,409,2,3,0,2,3,3,0,0,0,0
d994PnpY,6935,409,1,0,0,0,0,0,0,0,0,0
8pfmVyzA,6940,409,0,0,0,0,0,0,0,0,0,0
qNY56XSK,6943,409,0,0,0,0,0,0,0,0,0,0
i2qjAzhY,6946,409,1,0,0,0,0,0,0,0,0,0
wiMbvZqw,6951,409,1,1,1,0,1,0,1,0,0,0
eiHBfu4U,6986,409,0,0,0,0,0,0,0,0,0,0
xIn50reH,7015,409,1,0,0,0,0,0,0,0,0,0
AVAi8hYK,7028,409,3,0,0,3,3,1,0,0,1,0
RHYKG3ic,7034,409,1,1,0,1,2,0,0,0,0,0
Etp1C9x8,7037,409,0,0,0,0,0,0,0,0,0,0
dfBlCirq,7039,409,0,0,0,0,0,0,0,0,0,0
hFWUbPMg,7052,409,0,0,0,0,0,0,0,0,0,0
wU8zJ8lf,7082,409,3,5,0,0,5,1,1,0,0,0
zeG6KQYL,7083,409,0,0,0,0,0,0,0,0,0,0
tnbrDs7r,7084,409,2,2,0,1,3,0,1,0,0,0
ZmD3XYMv,7098,409,2,1,0,0,0,1,1,0,0,0
ZB362J5E,7111,409,0,0,0,0,0,0,0,0,0,0
mC6BoKww,7128,409,0,0,0,0,0,0,0,0,0,0
GUkBYZbG,7150,409,1,1,0,0,1,0,0,0,0,0
6q3ugpMj,7163,409,0,0,0,0,0,0,0,0,0,0
w7EyLqX1,7171,409,1,4,0,0,3,1,0,0,0,0
Av7iNcJa,7215,409,1,1,1,0,1,0,1,0,0,0
kAlxyJ7S,7224,409,0,0,0,0,0,0,0,0,0,0
3sUK4qSj,7249,409,0,0,0,0,0,0,0,0,0,0
LiJueDzX,7265,409,0,0,0,0,0,0,0,0,0,0
1bfF2W8Y,7267,409,1,1,0,0,1,0,0,0,0,0
Tby3KVgP,7275,409,0,0,0,0,0,0,0,0,0,0
75WI8VAp,7278,409,0,0,0,0,0,0,0,0,0,0
hOUup4b7,7295,409,0,0,0,0,0,0,0,0,0,0
vhYWf9ha,7318,409,0,0,0,0,0,0,0,0,0,0
phOqHgjI,7331,409,1,0,0,1,1,0,0,0,0,0
30eKjhbN,7336,409,0,0,0,0,0,0,0,0,0,0
VL8NAAso,7337,409,2,1,0,0,2,0,0,0,0,0
H62GOOZh,7350,409,0,0,0,0,0,0,0,0,0,0
gnFab9NK,7351,409,1,2,0,0,2,0,0,0,0,0
S3cPlgvh,7357,409,0,0,0,0,0,0,0,0,0,0
qaaptYYw,7375,409,0,0,0,0,0,0,0,0,0,0
Szg3nZFf,7382,409,0,0,0,0,0,0,0,0,0,0
rxIVL4hd,7384,409,1,3,1,1,5,0,0,0,0,0
HFBmYsPB,7389,409,0,0,0,0,0,0,0,0,0,0
FJSfEfzV,7405,409,0,0,0,0,0,0,0,0,0,0
eRqsdo2R,7407,409,1,0,0,0,0,0,0,0,0,0
Rw2Zw4GU,7418,409,0,0,0,0,0,0,0,0,0,0
vAIuqkdy,7419,409,0,0,0,0,0,0,0,0,0,0
0dNHH9fG,7422,409,2,0,0,0,1,0,0,0,0,0
tkSlOAGh,7427,409,0,0,0,0,0,0,0,0,0,0
iitaSQ7I,7448,409,0,0,0,0,0,0,0,0,0,0
R9V1EX7k,7454,409,0,0,0,0,0,0,0,0,0,0
beTZe2TL,7459,409,1,0,0,0,0,0,0,0,0,0
u4B6KKgz,7462,409,0,0,0,0,0,0,0,0,0,0
D4NGrMSa,7474,409,1,0,0,0,0,0,0,0,0,0
1UyClhON,7475,409,1,0,0,0,0,0,0,0,0,0
Z8Q41n2u,7476,409,1,0,0,0,0,0,0,0,0,0
Gg0B1PXx,7489,409,0,0,0,0,0,0,0,0,0,0
jflEDg3v,7494,409,0,0,0,0,0,0,0,0,0,0
lMxEDpn1,7502,409,2,0,0,1,1,0,0,1,0,0
W53AsyAD,7513,409,1,1,0,0,1,0,0,0,0,0
MTBdNzio,7520,409,0,0,0,0,0,0,0,0,0,0
mcJfF1cT,7521,409,0,0,0,0,0,0,0,0,0,0
2o15JdiB,7531,409,0,0,0,0,0,0,0,0,0,0
uK6vgHvW,7546,409,0,0,0,0,0,0,0,0,0,0
8NVlMhAC,7559,409,0,0,0,0,0,0,0,0,0,0
4tYG7EAu,7563,409,1,0,0,1,1,0,0,0,0,0
Z6etyLiI,7582,409,1,0,0,2,1,0,1,0,0,0
QRBTixek,7604,409,0,0,0,0,0,0,0,0,0,0
MYNkm8m6,7605,409,1,0,0,1,1,0,0,0,0,0
Cia0Ny4h,7608,409,1,1,0,0,1,0,0,0,0,0
ULv7Lq7s,7627,409,0,0,0,0,0,0,0,0,0,0
tO9EZgTe,7637,409,0,0,0,0,0,0,0,0,0,0
qpw4dXwf,7639,409,0,0,0,0,0,0,0,0,0,0
7A4QYMIb,7644,409,0,0,0,0,0,0,0,0,0,0
ZNIP9Pmi,7649,409,1,1,0,0,1,0,0,0,0,0
K1JZd0Pn,7651,409,0,0,0,0,0,0,0,0,0,0
NsWniUAW,7675,409,0,0,0,0,0,0,0,0,0,0
XW2fkEZq,7679,409,2,0,0,1,2,0,0,0,0,0
aSwlEhrE,7682,409,0,0,0,0,0,0,0,0,0,0
rAKvp9J8,7684,409,0,0,0,0,0,0,0,0,0,0
KeN44hyW,7699,409,0,0,0,0,0,0,0,0,0,0
l9yQiRQ2,7707,409,0,0,0,0,0,0,0,0,0,0
H84TAxsK,7714,409,0,0,0,0,0,0,0,0,0,0
60y6IW6j,7717,409,0,0,0,0,0,0,0,0,0,0
iWaJGujN,7725,409,1,4,0,1,4,1,0,0,0,0
No0ErBPs,7756,409,0,0,0,0,0,0,0,0,0,0
Y77PVeoP,7782,409,1,1,0,0,1,0,0,0,0,0
0SmAUKOf,7783,409,0,0,0,0,0,0,0,0,0,0
0ZeC8RuI,7795,409,0,0,0,0,0,0,0,0,0,0
VAmVwaDT,7805,409,0,0,0,0,0,0,0,0,0,0
6efFawJJ,7818,409,1,1,0,1,2,0,0,0,0,0
QUXjXcwU,7828,409,5,3,1,1,4,4,1,0,0,0
28kT8NEe,7843,409,0,0,0,0,0,0,0,0,0,0
Xp8VDoeY,7858,409,0,0,0,0,0,0,0,0,0,0
9mEFX4PS,7860,409,0,0,0,0,0,0,0,0,0,0
yVcN52FG,7881,409,0,0,0,0,0,0,0,0,0,0
QMso4PCL,7884,409,0,0,0,0,0,0,0,0,0,0
JkgMLvbT,7894,409,0,0,0,0,0,0,0,0,0,0
EF05oEJ3,7901,409,0,0,0,0,0,0,0,0,0,0
cmAJjDso,7905,409,0,0,0,0,0,0,0,0,0,0
YoCQezdH,7922,409,1,0,0,1,1,0,0,0,0,0
chzWAJzB,7940,409,0,0,0,0,0,0,0,0,0,0
HeHqbBOQ,7969,409,1,1,0,0,1,0,0,0,0,0
NqN4QRNZ,7975,409,0,0,0,0,0,0,0,0,0,0
MfRMBA69,7990,409,0,0,0,0,0,0,0,0,0,0
7cyPNmNL,8004,409,0,0,0,0,0,0,0,0,0,0
QBw8LBKm,8025,409,0,0,0,0,0,0,0,0,0,0
sfuCjTFa,8047,409,2,1,0,1,2,1,0,0,0,0
mR3CgJL5,8070,409,1,0,0,0,0,0,0,0,0,0
6A345Grt,8072,409,0,0,0,0,0,0,0,0,0,0
jL13QGc3,8098,409,1,0,0,1,1,0,0,0,0,0
O5wpozZF,8109,409,0,0,0,0,0,0,0,0,0,0
Uy8zMl6R,8117,409,0,0,0,0,0,0,0,0,0,0
xloFWoRe,8144,409,0,0,0,0,0,0,0,0,0,0
fR5oSPB7,8147,409,1,3,0,1,1,2,1,0,0,0
pxu23E6S,8158,409,0,0,0,0,0,0,0,0,0,0
0DR7gZeu,8161,409,0,0,0,0,0,0,0,0,0,0
7oT0J69H,8170,409,1,0,0,3,2,1,0,0,0,0
7td30z2Y,8171,409,0,0,0,0,0,0,0,0,0,0
tERFGpo2,8180,409,0,0,0,0,0,0,0,0,0,0
kWpvGcts,8188,409,0,0,0,0,0,0,0,0,0,0
U6FUXSCK,8194,409,0,0,0,0,0,0,0,0,0,0
Jhymdmtu,8203,409,0,0,0,0,0,0,0,0,0,0
dKGV2gRV,8212,409,0,0,0,0,0,0,0,0,0,0
n0drpWvw,8248,409,1,0,0,0,0,0,0,0,0,0
VWvPccop,8249,409,1,1,1,0,2,0,0,0,0,0
JqMGILym,8283,409,0,0,0,0,0,0,0,0,0,0
ilwOaczj,8286,409,0,0,0,0,0,0,0,0,0,0
HJgAkYw4,8305,409,2,1,0,2,3,1,0,0,0,0
q9mvta6u,8318,409,1,0,0,0,0,0,0,0,0,0
oFsSCTLA,8332,409,0,0,0,0,0,0,0,0,0,0
Jhe8ptm4,8389,409,0,0,0,0,0,0,0,0,0,0
oDbLqQAo,8391,409,0,0,0,0,0,0,0,0,0,0
p1i0agIW,8401,409,0,0,0,0,0,0,0,0,0,0
rDmThpgc,8409,409,0,0,0,0,0,0,0,0,0,0
eLZDByLx,8415,409,0,0,0,0,0,0,0,0,0,0
KzYSpPes,8421,409,0,0,0,0,0,0,0,0,0,0
fDs0iHjG,8439,409,0,0,0,0,0,0,0,0,0,0
9d9BCkpo,8446,409,0,0,0,0,0,0,0,0,0,0
g3GHdNn4,8452,409,2,0,0,3,3,1,0,0,0,0
qzERlsA2,8456,409,1,0,0,1,1,0,0,0,0,0
YoSX6xFS,8475,409,3,0,0,1,1,2,0,0,0,0
wbOIoQpH,8514,409,1,1,0,0,1,0,0,0,0,0
E44u4vb6,8527,409,0,0,0,0,0,0,0,0,0,0
kJxyC9NE,8529,409,0,0,0,0,0,0,0,0,0,0
WUBU7JmW,8560,409,0,0,0,0,0,0,0,0,0,0
hbboq56I,8566,409,0,0,0,0,0,0,0,0,0,0
wr30fhwU,8567,409,0,0,0,0,0,0,0,0,0,0
XwiJJUXI,8568,409,0,0,0,0,0,0,0,0,0,0
7MYcJsQe,8577,409,5,1,1,0,5,1,0,0,0,0
h6aTWqhM,8595,409,0,0,0,0,0,0,0,0,0,0
CvzQur6C,8597,409,0,0,0,0,0,0,0,0,0,0
NmQYjHYm,8611,409,1,0,0,2,2,0,0,0,0,0
3ZRgyGyv,8613,409,0,0,0,0,0,0,0,0,0,0
abAxdbJL,8616,409,1,2,1,2,5,0,0,0,0,0
5tG0Rl7n,8618,409,0,0,0,0,0,0,0,0,0,0
adYIwMyT,8625,409,1,0,0,1,0,0,1,0,0,0
5nQviST7,8630,409,1,0,0,2,2,0,0,0,0,0
4PdFgz65,8645,409,2,1,1,3,5,1,0,0,0,0
j8ZWzDW9,8667,409,0,0,0,0,0,0,0,0,0,0
UlwLs4nY,8707,409,0,0,0,0,0,0,0,0,0,0
NUWaEW7N,8713,409,0,0,0,0,0,0,0,0,0,0
Sm9GEFPI,8714,409,0,0,0,0,0,0,0,0,0,0
IYTjglAU,8722,409,1,2,0,1,2,0,1,0,0,0
IpKpo2qo,8724,409,0,0,0,0,0,0,0,0,0,0
TmW02m72,8726,409,0,0,0,0,0,0,0,0,0,0
tYQb68Et,8727,409,0,0,0,0,0,0,0,0,0,0
GszdcUHu,8742,409,1,0,1,2,3,0,0,0,0,0
qAS0VTvp,8747,409,0,0,0,0,0,0,0,0,0,0
PzxuiBik,8749,409,1,0,0,1,1,0,0,0,0,0
yCM8CrYf,8753,409,0,0,0,0,0,0,0,0,0,0
SkZnb8Gq,8774,409,2,1,0,0,1,1,0,0,0,0
Uv0qmvUN,8793,409,0,0,0,0,0,0,0,0,0,0
nM0wFeAX,8813,409,1,3,0,2,4,1,0,0,0,0
75viwIh7,8844,409,2,2,1,0,3,0,1,0,0,0
UO4gmwfi,8858,409,0,0,0,0,0,0,0,0,0,0
4vV2oGyf,8873,409,0,0,0,0,0,0,0,0,0,0
G0Sc4mrl,8894,409,2,2,0,1,3,1,0,0,0,0
e9CMEU75,8898,409,2,1,0,0,1,1,0,0,0,0
dVkth0nO,8903,409,0,0,0,0,0,0,0,0,0,0
TOCy4Lg9,8909,409,0,0,0,0,0,0,0,0,0,0
yxiLpgUs,8914,409,0,0,0,0,0,0,0,0,0,0
ANIX43Vu,8929,409,4,0,1,1,3,1,1,0,0,0
QYtKEehM,8930,409,0,0,0,0,0,0,0,0,0,0
NoK84qOk,8935,409,2,1,1,2,4,0,1,0,0,0
w0Ddp84d,8936,409,0,0,0,0,0,0,0,0,0,0
mwQngaKH,8946,409,1,0,0,0,0,0,0,0,0,0
3Cp0Mb96,8947,409,0,0,0,0,0,0,0,0,0,0
lD64FOJK,8970,409,0,0,0,0,0,0,0,0,0,0
aLnmeGho,8979,409,0,0,0,0,0,0,0,0,0,0
0VCUokDt,8982,409,1,1,0,0,1,0,0,0,0,0
tJ99WK5L,9002,409,0,0,0,0,0,0,0,0,0,0
U1w45P6g,9010,409,1,0,0,1,1,0,0,0,0,0
qjjul1Gr,9031,409,0,0,0,0,0,0,0,0,0,0
4znSyWvM,9042,409,2,3,0,2,0,4,1,1,0,0
LzO1of6l,9058,409,2,1,0,4,3,2,1,0,0,0
O1F1hTHL,9063,409,0,0,0,0,0,0,0,0,0,0
4IsEqxsH,9065,409,1,0,0,2,2,0,0,0,0,0
ZjePWtmD,9069,409,1,4,0,1,4,1,0,0,0,0
sxTMoCBt,9073,409,0,0,0,0,0,0,0,0,0,0
clxQ8yJH,9097,409,1,0,0,1,1,0,0,0,0,0
OvSWReA7,9106,409,2,0,0,1,2,0,0,0,0,0
ZfrUNmo1,9108,409,0,0,0,0,0,0,0,0,0,0
87cUrBZo,9128,409,0,0,0,0,0,0,0,0,0,0
S25fZvFQ,9130,409,0,0,0,0,0,0,0,0,0,0
Awd4CEXX,9138,409,0,0,0,0,0,0,0,0,0,0
nQM1Lazi,9140,409,1,0,0,1,1,0,0,0,0,0
5CEyzJA2,9145,409,0,0,0,0,0,0,0,0,0,0
NKuYayh7,9148,409,0,0,0,0,0,0,0,0,0,0
yAkxeiDV,9158,409,0,0,0,0,0,0,0,0,0,0
WzVQi1PL,9160,409,0,0,0,0,0,0,0,0,0,0
xn8AvehM,9175,409,0,0,0,0,0,0,0,0,0,0
h4lTRQjg,9179,409,0,0,0,0,0,0,0,0,0,0
kMtX5wrX,9180,409,0,0,0,0,0,0,0,0,0,0
rYYCHlI8,9182,409,0,0,0,0,0,0,0,0,0,0
gnArONWq,9193,409,2,3,1,0,2,3,0,0,0,0
q9JC0ITJ,9208,409,0,0,0,0,0,0,0,0,0,0
O1otdfHQ,9225,409,0,0,0,0,0,0,0,0,0,0
6RAmWstY,9227,409,2,1,0,1,2,0,1,0,0,0
dWtE3ca5,9231,409,2,3,0,1,4,0,1,0,0,0
ZbewGuki,9242,409,2,0,0,1,2,0,0,0,0,0
zdUHPVXY,9254,409,3,2,0,3,4,1,2,0,0,0
wStqbaSX,9261,409,1,2,0,2,3,1,0,0,0,0
t2mDipSb,9262,409,0,0,0,0,0,0,0,0,0,0
VWG4tM3Q,9281,409,3,2,0,2,4,0,2,0,0,0
RQSZ59JM,9294,409,0,0,0,0,0,0,0,0,0,0
HjVqhcSx,9295,409,0,0,0,0,0,0,0,0,0,0
8YyhTgeR,9319,409,0,0,0,0,0,0,0,0,0,0
h7zwAAbd,9324,409,0,0,0,0,0,0,0,0,0,0
g1iJORFS,9328,409,0,0,0,0,0,0,0,0,0,0
GZvdQ5MO,9330,409,0,0,0,0,0,0,0,0,0,0
GybxqtuY,9351,409,0,0,0,0,0,0,0,0,0,0
utyd3V7p,9353,409,0,0,0,0,0,0,0,0,0,0
exsIsy4N,9373,409,0,0,0,0,0,0,0,0,0,0
EwECFv08,9390,409,0,0,0,0,0,0,0,0,0,0
7cRP117B,9394,409,1,0,0,1,1,0,0,0,0,0
Vw7d4TLI,9399,409,0,0,0,0,0,0,0,0,0,0
IgogXkr9,9404,409,1,0,0,2,2,0,0,0,0,0
uiRcXNr2,9413,409,0,0,0,0,0,0,0,0,0,0
gKUikVLU,9425,409,0,0,0,0,0,0,0,0,0,0
1N0bcona,9430,409,0,0,0,0,0,0,0,0,0,0
YWhPJUSP,9452,409,0,0,0,0,0,0,0,0,0,0
GJQJAWKc,9465,409,1,2,0,2,3,0,1,0,0,0
3ppYXRVR,9475,409,2,1,0,0,1,1,0,0,0,0
MjmLwHtc,9482,409,1,1,1,0,2,0,0,0,0,0
sf3Co97S,9492,409,1,3,0,0,3,0,0,0,0,0
tpfYrzHF,9504,409,0,0,0,0,0,0,0,0,0,0
4XAHzUoK,9519,409,0,0,0,0,0,0,0,0,0,0
UMnHtVXU,9527,409,0,0,0,0,0,0,0,0,0,0
h3JEyh2e,9530,409,2,3,0,2,4,1,1,0,0,0
jWjLbioM,9552,409,0,0,0,0,0,0,0,0,0,0
Y7KHZSsy,9563,409,3,2,0,0,2,0,2,0,0,0
ItyWQdhP,9583,409,0,0,0,0,0,0,0,0,0,0
DSE4SNNk,9587,409,0,0,0,0,0,0,0,0,0,0
PhWN8pAJ,9604,409,0,0,0,0,0,0,0,0,0,0
2jxG7Pto,9619,409,1,0,0,1,1,0,0,0,0,0
029GlAUG,9628,409,0,0,0,0,0,0,0,0,0,0
R72g4ARW,9645,409,3,1,1,0,3,0,1,0,0,0
cgEDpWA7,9649,409,1,2,0,0,2,0,0,0,0,0
aNEOKSfm,9682,409,0,0,0,0,0,0,0,0,0,0
vK19qa7J,9695,409,0,0,0,0,0,0,0,0,0,0
R1U0GAWc,9710,409,1,2,0,2,3,1,0,0,0,0
wfByLXpW,9726,409,3,0,0,2,2,2,0,0,0,0
caOqbEzh,9741,409,0,0,0,0,0,0,0,0,0,0
18nTB7zc,9780,409,0,0,0,0,0,0,0,0,0,0
jCzCkZey,9789,409,0,0,0,0,0,0,0,0,0,0
U9KW3WSX,9795,409,2,2,0,0,2,1,0,0,0,0
iEnj1qYh,9815,409,0,0,0,0,0,0,0,0,0,0
W5y10hZi,9833,409,0,0,0,0,0,0,0,0,0,0
Lu9eYsbL,11191,409,0,0,0,0,0,0,0,0,0,0
NBwLYbV2,14253,409,9,2,1,2,10,1,2,0,0,0
l5zY7xVM,15752,409,0,0,0,0,0,0,0,0,0,0
